"";"taxon";"type";"X1";"X2";"X3";"X4"
"1";"other";"signal";0,0869565217391304;0,260869565217391;0,434782608695652;0,217391304347826
"2";"other";"signal";0,0869565217391304;0,260869565217391;0,434782608695652;0,217391304347826
"3";"other";"signal";0,0869565217391304;0,217391304347826;0,478260869565217;0,217391304347826
"4";"other";"signal";0,130434782608696;0,260869565217391;0,434782608695652;0,173913043478261
"5";"other";"signal";0,130434782608696;0,260869565217391;0,434782608695652;0,173913043478261
"6";"other";"signal";0,0357142857142857;0,357142857142857;0,428571428571429;0,178571428571429
"7";"other";"signal";0,0357142857142857;0,392857142857143;0,428571428571429;0,142857142857143
"8";"other";"signal";0,1;0,3;0,55;0,05
"9";"other";"signal";0,1;0,3;0,55;0,05
"10";"other";"signal";0,225806451612903;0,161290322580645;0,483870967741935;0,129032258064516
"11";"other";"signal";0,08;0,24;0,28;0,4
"12";"other";"signal";0,0588235294117647;0,235294117647059;0,588235294117647;0,117647058823529
"13";"other";"signal";0;0,347826086956522;0,478260869565217;0,173913043478261
"14";"other";"signal";0,227272727272727;0,227272727272727;0,5;0,0454545454545455
"15";"other";"signal";0,0384615384615385;0,346153846153846;0,461538461538462;0,153846153846154
"16";"other";"signal";0,0625;0,1875;0,4375;0,3125
"17";"other";"signal";0,0909090909090909;0,181818181818182;0,454545454545455;0,272727272727273
"18";"other";"signal";0,15;0,2;0,55;0,1
"19";"other";"signal";0,107142857142857;0,392857142857143;0,357142857142857;0,142857142857143
"20";"other";"signal";0,121212121212121;0,393939393939394;0,363636363636364;0,121212121212121
"21";"other";"signal";0,0526315789473684;0,315789473684211;0,526315789473684;0,105263157894737
"22";"other";"signal";0,125;0,125;0,625;0,125
"23";"other";"signal";0,176470588235294;0,176470588235294;0,529411764705882;0,117647058823529
"24";"other";"signal";0,15;0,25;0,6;0
"25";"other";"signal";0,0588235294117647;0,352941176470588;0,529411764705882;0,0588235294117647
"26";"other";"signal";0,153846153846154;0,269230769230769;0,423076923076923;0,153846153846154
"27";"other";"signal";0,1;0,25;0,45;0,2
"28";"other";"signal";0,0952380952380952;0,142857142857143;0,428571428571429;0,333333333333333
"29";"other";"signal";0,1;0,25;0,45;0,2
"30";"other";"signal";0,157894736842105;0,210526315789474;0,473684210526316;0,157894736842105
"31";"other";"signal";0,1;0,3;0,55;0,05
"32";"other";"signal";0,1;0,3;0,55;0,05
"33";"other";"signal";0,1;0,3;0,55;0,05
"34";"other";"signal";0,15;0,25;0,55;0,05
"35";"other";"signal";0,1;0,3;0,55;0,05
"36";"other";"signal";0,1;0,3;0,55;0,05
"37";"other";"signal";0,1;0,3;0,55;0,05
"38";"other";"signal";0,1;0,3;0,55;0,05
"39";"other";"signal";0,1;0,3;0,55;0,05
"40";"other";"signal";0,1;0,3;0,55;0,05
"41";"other";"signal";0,1;0,3;0,55;0,05
"42";"other";"signal";0,1;0,3;0,55;0,05
"43";"other";"signal";0,15;0,25;0,55;0,05
"44";"other";"signal";0,1;0,3;0,55;0,05
"45";"other";"signal";0,1;0,3;0,55;0,05
"46";"other";"signal";0,1;0,3;0,55;0,05
"47";"other";"signal";0,1;0,3;0,55;0,05
"48";"other";"signal";0,1;0,3;0,55;0,05
"49";"other";"signal";0,1;0,3;0,55;0,05
"50";"other";"signal";0,1;0,3;0,55;0,05
"51";"other";"signal";0,1;0,3;0,55;0,05
"52";"other";"signal";0,1;0,3;0,55;0,05
"53";"other";"signal";0,1;0,3;0,55;0,05
"54";"other";"signal";0,1;0,3;0,55;0,05
"55";"other";"signal";0,1;0,3;0,55;0,05
"56";"other";"signal";0,1;0,3;0,55;0,05
"57";"other";"signal";0,1;0,3;0,55;0,05
"58";"other";"signal";0,1;0,3;0,55;0,05
"59";"other";"signal";0,15;0,25;0,55;0,05
"60";"other";"signal";0,15;0,25;0,55;0,05
"61";"other";"signal";0,15;0,25;0,55;0,05
"62";"other";"signal";0,15;0,25;0,55;0,05
"63";"other";"signal";0,1;0,3;0,55;0,05
"64";"other";"signal";0,15;0,25;0,55;0,05
"65";"other";"signal";0,1;0,3;0,55;0,05
"66";"other";"signal";0,15;0,25;0,55;0,05
"67";"other";"signal";0,1;0,3;0,55;0,05
"68";"other";"signal";0,1;0,3;0,55;0,05
"69";"other";"signal";0,1;0,3;0,55;0,05
"70";"other";"signal";0,1;0,3;0,55;0,05
"71";"other";"signal";0,1;0,3;0,55;0,05
"72";"other";"signal";0,1;0,3;0,55;0,05
"73";"other";"signal";0,1;0,3;0,55;0,05
"74";"other";"signal";0,1;0,3;0,55;0,05
"75";"other";"signal";0,1;0,3;0,55;0,05
"76";"other";"signal";0,1;0,3;0,55;0,05
"77";"other";"signal";0,1;0,3;0,55;0,05
"78";"other";"signal";0,1;0,3;0,55;0,05
"79";"other";"signal";0,1;0,3;0,55;0,05
"80";"other";"signal";0,1;0,3;0,55;0,05
"81";"other";"signal";0,1;0,3;0,55;0,05
"82";"other";"signal";0,1;0,3;0,55;0,05
"83";"other";"signal";0,1;0,3;0,55;0,05
"84";"other";"signal";0,1;0,3;0,55;0,05
"85";"other";"signal";0,1;0,3;0,55;0,05
"86";"other";"signal";0,1;0,25;0,55;0,1
"87";"other";"signal";0,1;0,3;0,55;0,05
"88";"other";"signal";0,1;0,3;0,55;0,05
"89";"other";"signal";0,1;0,3;0,55;0,05
"90";"other";"signal";0,15;0,2;0,55;0,1
"91";"other";"signal";0,1;0,3;0,55;0,05
"92";"other";"signal";0,15;0,25;0,55;0,05
"93";"other";"signal";0,15;0,25;0,55;0,05
"94";"other";"signal";0,1;0,3;0,55;0,05
"95";"other";"signal";0,15;0,25;0,55;0,05
"96";"other";"signal";0,15;0,25;0,55;0,05
"97";"other";"signal";0,15;0,25;0,55;0,05
"98";"other";"signal";0,15;0,25;0,55;0,05
"99";"other";"signal";0,15;0,25;0,55;0,05
"100";"other";"signal";0,210526315789474;0,210526315789474;0,368421052631579;0,210526315789474
"101";"other";"signal";0,04;0,36;0,48;0,12
"102";"other";"signal";0;0,380952380952381;0,523809523809524;0,0952380952380952
"103";"other";"signal";0,0869565217391304;0,304347826086957;0,521739130434783;0,0869565217391304
"104";"other";"signal";0,0869565217391304;0,304347826086957;0,478260869565217;0,130434782608696
"105";"other";"signal";0,0434782608695652;0,260869565217391;0,478260869565217;0,217391304347826
"106";"other";"signal";0,0434782608695652;0,347826086956522;0,434782608695652;0,173913043478261
"107";"other";"signal";0;0,347826086956522;0,434782608695652;0,217391304347826
"108";"other";"signal";0,0666666666666667;0,133333333333333;0,466666666666667;0,333333333333333
"109";"other";"signal";0;0,4;0,45;0,15
"110";"other";"signal";0,0434782608695652;0,260869565217391;0,391304347826087;0,304347826086957
"111";"other";"signal";0,05;0,3;0,6;0,05
"112";"other";"signal";0,0434782608695652;0,260869565217391;0,391304347826087;0,304347826086957
"113";"other";"signal";0,1;0,3;0,45;0,15
"114";"other";"signal";0,260869565217391;0,173913043478261;0,478260869565217;0,0869565217391304
"115";"other";"signal";0,0476190476190476;0,238095238095238;0,476190476190476;0,238095238095238
"116";"other";"signal";0,205882352941176;0,382352941176471;0,323529411764706;0,0882352941176471
"117";"other";"signal";0,0769230769230769;0,346153846153846;0,423076923076923;0,153846153846154
"118";"other";"signal";0,111111111111111;0,166666666666667;0,611111111111111;0,111111111111111
"119";"other";"signal";0,137931034482759;0,172413793103448;0,655172413793103;0,0344827586206897
"120";"other";"signal";0,0555555555555556;0,0555555555555556;0,555555555555556;0,333333333333333
"121";"other";"signal";0,0625;0,125;0,625;0,1875
"122";"other";"signal";0,125;0,25;0,416666666666667;0,208333333333333
"123";"other";"signal";0,125;0,25;0,416666666666667;0,208333333333333
"124";"other";"signal";0,125;0,291666666666667;0,416666666666667;0,166666666666667
"125";"other";"signal";0,0625;0,3125;0,375;0,25
"126";"other";"signal";0,176470588235294;0,235294117647059;0,352941176470588;0,235294117647059
"127";"other";"signal";0,2;0,24;0,36;0,2
"128";"other";"signal";0,111111111111111;0,333333333333333;0,444444444444444;0,111111111111111
"129";"other";"signal";0,03125;0,40625;0,5;0,0625
"130";"other";"signal";0,217391304347826;0,173913043478261;0,521739130434783;0,0869565217391304
"131";"other";"signal";0,0740740740740741;0,407407407407407;0,444444444444444;0,0740740740740741
"132";"other";"signal";0,15625;0,375;0,34375;0,125
"133";"other";"signal";0,2;0,2;0,466666666666667;0,133333333333333
"134";"other";"signal";0,181818181818182;0,181818181818182;0,454545454545455;0,181818181818182
"135";"other";"signal";0,0434782608695652;0,260869565217391;0,565217391304348;0,130434782608696
"136";"other";"signal";0,105263157894737;0,210526315789474;0,421052631578947;0,263157894736842
"137";"other";"signal";0,173913043478261;0,173913043478261;0,478260869565217;0,173913043478261
"138";"other";"signal";0,222222222222222;0,0555555555555556;0,444444444444444;0,277777777777778
"139";"other";"signal";0,0909090909090909;0,181818181818182;0,545454545454545;0,181818181818182
"140";"other";"signal";0,157894736842105;0,263157894736842;0,578947368421053;0
"141";"other";"signal";0;0,2;0,533333333333333;0,266666666666667
"142";"other";"signal";0,272727272727273;0,181818181818182;0,409090909090909;0,136363636363636
"143";"other";"signal";0,0666666666666667;0,133333333333333;0,6;0,2
"144";"other";"signal";0,166666666666667;0,333333333333333;0,5;0
"145";"other";"signal";0,125;0,25;0,5;0,125
"146";"other";"signal";0,1;0,3;0,45;0,15
"147";"other";"signal";0,05;0,25;0,5;0,2
"148";"other";"signal";0,15;0,15;0,6;0,1
"149";"other";"signal";0,105263157894737;0,210526315789474;0,473684210526316;0,210526315789474
"150";"other";"signal";0,233333333333333;0,3;0,333333333333333;0,133333333333333
"151";"other";"signal";0,357142857142857;0,5;0,142857142857143;0
"152";"other";"signal";0,240740740740741;0,296296296296296;0,240740740740741;0,222222222222222
"153";"other";"signal";0,12;0,16;0,28;0,44
"154";"other";"signal";0,2;0,15;0,55;0,1
"155";"other";"signal";0,473684210526316;0,263157894736842;0,157894736842105;0,105263157894737
"156";"other";"signal";0,115384615384615;0,192307692307692;0,346153846153846;0,346153846153846
"157";"other";"signal";0,0454545454545455;0,227272727272727;0,545454545454545;0,181818181818182
"158";"other";"signal";0,166666666666667;0,25;0,416666666666667;0,166666666666667
"159";"other";"signal";0,147058823529412;0,352941176470588;0,352941176470588;0,147058823529412
"160";"other";"signal";0,0434782608695652;0,347826086956522;0,434782608695652;0,173913043478261
"161";"other";"signal";0,09375;0,28125;0,375;0,25
"162";"other";"signal";0,136363636363636;0,136363636363636;0,454545454545455;0,272727272727273
"163";"other";"signal";0,0454545454545455;0,181818181818182;0,454545454545455;0,318181818181818
"164";"other";"signal";0,153846153846154;0,115384615384615;0,538461538461538;0,192307692307692
"165";"other";"signal";0,05;0,2;0,5;0,25
"166";"other";"signal";0,0476190476190476;0,19047619047619;0,571428571428571;0,19047619047619
"167";"other";"signal";0,121951219512195;0,317073170731707;0,24390243902439;0,317073170731707
"168";"other";"signal";0,08;0,28;0,44;0,2
"169";"other";"signal";0,185185185185185;0,148148148148148;0,481481481481481;0,185185185185185
"170";"other";"signal";0,192307692307692;0,0384615384615385;0,423076923076923;0,346153846153846
"171";"other";"signal";0,15;0,2;0,4;0,25
"172";"other";"signal";0,15;0,2;0,45;0,2
"173";"other";"signal";0,105263157894737;0,263157894736842;0,473684210526316;0,157894736842105
"174";"other";"signal";0,1;0,25;0,5;0,15
"175";"other";"signal";0,1;0,2;0,5;0,2
"176";"other";"signal";0,0526315789473684;0,210526315789474;0,473684210526316;0,263157894736842
"177";"other";"signal";0,0869565217391304;0,260869565217391;0,478260869565217;0,173913043478261
"178";"other";"signal";0,0588235294117647;0,117647058823529;0,470588235294118;0,352941176470588
"179";"other";"signal";0,0476190476190476;0,238095238095238;0,428571428571429;0,285714285714286
"180";"other";"signal";0,142857142857143;0,0952380952380952;0,476190476190476;0,285714285714286
"181";"other";"signal";0,0952380952380952;0,0476190476190476;0,523809523809524;0,333333333333333
"182";"other";"signal";0,0952380952380952;0,0476190476190476;0,476190476190476;0,380952380952381
"183";"other";"signal";0,111111111111111;0,111111111111111;0,611111111111111;0,166666666666667
"184";"other";"signal";0,0952380952380952;0,142857142857143;0,428571428571429;0,333333333333333
"185";"other";"signal";0,19047619047619;0,0952380952380952;0,476190476190476;0,238095238095238
"186";"other";"signal";0,12;0,24;0,48;0,16
"187";"other";"signal";0,12;0,24;0,48;0,16
"188";"other";"signal";0,0588235294117647;0,352941176470588;0,529411764705882;0,0588235294117647
"189";"other";"signal";0,0588235294117647;0,294117647058824;0,588235294117647;0,0588235294117647
"190";"other";"signal";0,130434782608696;0,130434782608696;0,478260869565217;0,260869565217391
"191";"other";"signal";0,15;0,65;0,15;0,05
"192";"other";"signal";0,0625;0,125;0,5625;0,25
"193";"other";"signal";0,0666666666666667;0,0666666666666667;0,533333333333333;0,333333333333333
"194";"other";"signal";0,0714285714285714;0;0,571428571428571;0,357142857142857
"195";"other";"signal";0,125;0,125;0,5;0,25
"196";"other";"signal";0,0625;0,1875;0,5625;0,1875
"197";"other";"signal";0,0454545454545455;0,272727272727273;0,454545454545455;0,227272727272727
"198";"other";"signal";0,2;0,16;0,52;0,12
"199";"other";"signal";0,0555555555555556;0,222222222222222;0,444444444444444;0,277777777777778
"200";"other";"signal";0,0857142857142857;0,4;0,342857142857143;0,171428571428571
"201";"other";"signal";0,125;0,25;0,416666666666667;0,208333333333333
"202";"other";"signal";0;0,2;0,466666666666667;0,333333333333333
"203";"other";"signal";0;0,266666666666667;0,466666666666667;0,266666666666667
"204";"other";"signal";0;0,266666666666667;0,466666666666667;0,266666666666667
"205";"other";"signal";0,0833333333333333;0,25;0,5;0,166666666666667
"206";"other";"signal";0,2;0,16;0,44;0,2
"207";"other";"signal";0,185185185185185;0,296296296296296;0,481481481481481;0,037037037037037
"208";"other";"signal";0,12;0,24;0,52;0,12
"209";"other";"signal";0,115384615384615;0,115384615384615;0,615384615384615;0,153846153846154
"210";"other";"signal";0,125;0,166666666666667;0,625;0,0833333333333333
"211";"other";"signal";0,125;0,125;0,625;0,125
"212";"other";"signal";0,133333333333333;0,4;0,4;0,0666666666666667
"213";"other";"signal";0,148148148148148;0,185185185185185;0,592592592592593;0,0740740740740741
"214";"other";"signal";0,0714285714285714;0,142857142857143;0,642857142857143;0,142857142857143
"215";"other";"signal";0,05;0,2;0,5;0,25
"216";"other";"signal";0,0714285714285714;0,142857142857143;0,642857142857143;0,142857142857143
"217";"other";"signal";0,0714285714285714;0,142857142857143;0,571428571428571;0,214285714285714
"218";"other";"signal";0,2;0,24;0,44;0,12
"219";"other";"signal";0,2;0,28;0,4;0,12
"220";"other";"signal";0,24;0,24;0,52;0
"221";"other";"signal";0,166666666666667;0,208333333333333;0,541666666666667;0,0833333333333333
"222";"other";"signal";0,130434782608696;0,347826086956522;0,478260869565217;0,0434782608695652
"223";"other";"signal";0;0,347826086956522;0,608695652173913;0,0434782608695652
"224";"other";"signal";0;0,318181818181818;0,636363636363636;0,0454545454545455
"225";"other";"signal";0,0869565217391304;0,347826086956522;0,478260869565217;0,0869565217391304
"226";"other";"signal";0,0666666666666667;0,2;0,733333333333333;0
"227";"other";"signal";0,12;0,2;0,52;0,16
"228";"other";"signal";0;0,304347826086957;0,347826086956522;0,347826086956522
"229";"other";"signal";0,1875;0,25;0,28125;0,28125
"230";"other";"signal";0,0434782608695652;0,434782608695652;0,347826086956522;0,173913043478261
"231";"other";"signal";0,136363636363636;0,181818181818182;0,363636363636364;0,318181818181818
"232";"other";"signal";0,142857142857143;0,238095238095238;0,523809523809524;0,0952380952380952
"233";"other";"signal";0,136363636363636;0,227272727272727;0,545454545454545;0,0909090909090909
"234";"other";"signal";0,136363636363636;0,227272727272727;0,545454545454545;0,0909090909090909
"235";"other";"signal";0,0909090909090909;0,272727272727273;0,545454545454545;0,0909090909090909
"236";"other";"signal";0,0967741935483871;0,354838709677419;0,419354838709677;0,129032258064516
"237";"other";"signal";0,1875;0,375;0,4375;0
"238";"other";"signal";0,161290322580645;0,354838709677419;0,419354838709677;0,0645161290322581
"239";"other";"signal";0,125;0,0625;0,625;0,1875
"240";"other";"signal";0,0555555555555556;0,166666666666667;0,444444444444444;0,333333333333333
"241";"other";"signal";0,0384615384615385;0,346153846153846;0,576923076923077;0,0384615384615385
"242";"other";"signal";0,25;0,232142857142857;0,392857142857143;0,125
"243";"other";"signal";0,04;0,12;0,32;0,52
"244";"other";"signal";0,04;0,24;0,32;0,4
"245";"other";"signal";0,103448275862069;0,241379310344828;0,379310344827586;0,275862068965517
"246";"other";"signal";0,133333333333333;0,0666666666666667;0,6;0,2
"247";"other";"signal";0,0526315789473684;0,368421052631579;0,473684210526316;0,105263157894737
"248";"other";"signal";0,133333333333333;0,0666666666666667;0,466666666666667;0,333333333333333
"249";"other";"signal";0,05;0,45;0,45;0,05
"250";"other";"signal";0,166666666666667;0,166666666666667;0,458333333333333;0,208333333333333
"251";"other";"signal";0,0555555555555556;0,277777777777778;0,5;0,166666666666667
"252";"other";"signal";0,117647058823529;0,235294117647059;0,470588235294118;0,176470588235294
"253";"other";"signal";0,117647058823529;0,235294117647059;0,411764705882353;0,235294117647059
"254";"other";"signal";0,117647058823529;0,235294117647059;0,411764705882353;0,235294117647059
"255";"other";"signal";0,117647058823529;0,235294117647059;0,470588235294118;0,176470588235294
"256";"other";"signal";0,117647058823529;0,117647058823529;0,411764705882353;0,352941176470588
"257";"other";"signal";0,105263157894737;0,105263157894737;0,473684210526316;0,315789473684211
"258";"other";"signal";0,12;0,24;0,52;0,12
"259";"other";"signal";0,12;0,28;0,52;0,08
"260";"other";"signal";0,142857142857143;0,285714285714286;0,571428571428571;0
"261";"other";"signal";0,142857142857143;0,19047619047619;0,571428571428571;0,0952380952380952
"262";"other";"signal";0,181818181818182;0,136363636363636;0,454545454545455;0,227272727272727
"263";"other";"signal";0,157894736842105;0,105263157894737;0,473684210526316;0,263157894736842
"264";"other";"signal";0,157894736842105;0,157894736842105;0,421052631578947;0,263157894736842
"265";"other";"signal";0,142857142857143;0,238095238095238;0,571428571428571;0,0476190476190476
"266";"other";"signal";0,0526315789473684;0,210526315789474;0,526315789473684;0,210526315789474
"267";"other";"signal";0,117647058823529;0,117647058823529;0,470588235294118;0,294117647058824
"268";"other";"signal";0,0555555555555556;0,222222222222222;0,5;0,222222222222222
"269";"other";"signal";0,0555555555555556;0,222222222222222;0,555555555555556;0,166666666666667
"270";"other";"signal";0,115384615384615;0,192307692307692;0,5;0,192307692307692
"271";"other";"signal";0,148148148148148;0,222222222222222;0,481481481481481;0,148148148148148
"272";"other";"signal";0,125;0,1875;0,5625;0,125
"273";"other";"signal";0,173913043478261;0,260869565217391;0,478260869565217;0,0869565217391304
"274";"other";"signal";0,0588235294117647;0,235294117647059;0,647058823529412;0,0588235294117647
"275";"other";"signal";0,205882352941176;0,323529411764706;0,470588235294118;0
"276";"other";"signal";0,0833333333333333;0,208333333333333;0,541666666666667;0,166666666666667
"277";"other";"signal";0,137931034482759;0,275862068965517;0,344827586206897;0,241379310344828
"278";"other";"signal";0,15;0,25;0,45;0,15
"279";"other";"signal";0;0,133333333333333;0,6;0,266666666666667
"280";"other";"signal";0,0555555555555556;0,111111111111111;0,555555555555556;0,277777777777778
"281";"other";"signal";0,0555555555555556;0,222222222222222;0,5;0,222222222222222
"282";"other";"signal";0,0588235294117647;0,235294117647059;0,352941176470588;0,352941176470588
"283";"other";"signal";0,103448275862069;0,344827586206897;0,310344827586207;0,241379310344828
"284";"other";"signal";0,15625;0,28125;0,46875;0,09375
"285";"other";"signal";0,206896551724138;0,241379310344828;0,482758620689655;0,0689655172413793
"286";"other";"signal";0,166666666666667;0,291666666666667;0,458333333333333;0,0833333333333333
"287";"other";"signal";0,166666666666667;0,291666666666667;0,458333333333333;0,0833333333333333
"288";"other";"signal";0,166666666666667;0,291666666666667;0,458333333333333;0,0833333333333333
"289";"other";"signal";0,166666666666667;0,291666666666667;0,458333333333333;0,0833333333333333
"290";"other";"signal";0,227272727272727;0,136363636363636;0,454545454545455;0,181818181818182
"291";"other";"signal";0,181818181818182;0,227272727272727;0,545454545454545;0,0454545454545455
"292";"other";"signal";0,0588235294117647;0,0588235294117647;0,588235294117647;0,294117647058824
"293";"other";"signal";0,148148148148148;0,259259259259259;0,407407407407407;0,185185185185185
"294";"other";"signal";0,0434782608695652;0,304347826086957;0,521739130434783;0,130434782608696
"295";"other";"signal";0,0555555555555556;0,166666666666667;0,444444444444444;0,333333333333333
"296";"other";"signal";0,0588235294117647;0,176470588235294;0,470588235294118;0,294117647058824
"297";"other";"signal";0,0526315789473684;0,368421052631579;0,368421052631579;0,210526315789474
"298";"other";"signal";0,105263157894737;0,210526315789474;0,526315789473684;0,157894736842105
"299";"other";"signal";0,1;0,15;0,45;0,3
"300";"other";"signal";0,105263157894737;0,263157894736842;0,421052631578947;0,210526315789474
"301";"other";"signal";0,0526315789473684;0,315789473684211;0,526315789473684;0,105263157894737
"302";"other";"signal";0,0526315789473684;0,157894736842105;0,631578947368421;0,157894736842105
"303";"other";"signal";0,125;0,208333333333333;0,541666666666667;0,125
"304";"other";"signal";0,166666666666667;0,2;0,433333333333333;0,2
"305";"other";"signal";0,263157894736842;0,157894736842105;0,421052631578947;0,157894736842105
"306";"other";"signal";0,0714285714285714;0,142857142857143;0,428571428571429;0,357142857142857
"307";"other";"signal";0,266666666666667;0,2;0,233333333333333;0,3
"308";"other";"signal";0,0689655172413793;0,206896551724138;0,551724137931034;0,172413793103448
"309";"other";"signal";0,222222222222222;0,166666666666667;0,555555555555556;0,0555555555555556
"310";"other";"signal";0,0909090909090909;0,227272727272727;0,363636363636364;0,318181818181818
"311";"other";"signal";0,133333333333333;0,133333333333333;0,6;0,133333333333333
"312";"other";"signal";0,130434782608696;0,217391304347826;0,521739130434783;0,130434782608696
"313";"other";"signal";0,117647058823529;0,294117647058824;0,411764705882353;0,176470588235294
"314";"other";"signal";0,0909090909090909;0,363636363636364;0,272727272727273;0,272727272727273
"315";"other";"signal";0,0476190476190476;0,285714285714286;0,333333333333333;0,333333333333333
"316";"other";"signal";0,166666666666667;0,111111111111111;0,555555555555556;0,166666666666667
"317";"other";"signal";0,166666666666667;0,111111111111111;0,555555555555556;0,166666666666667
"318";"other";"signal";0,166666666666667;0,111111111111111;0,555555555555556;0,166666666666667
"319";"other";"signal";0,137931034482759;0,275862068965517;0,344827586206897;0,241379310344828
"320";"other";"signal";0,166666666666667;0,305555555555556;0,361111111111111;0,166666666666667
"321";"other";"signal";0,0526315789473684;0,210526315789474;0,526315789473684;0,210526315789474
"322";"other";"signal";0,2;0,233333333333333;0,3;0,266666666666667
"323";"other";"signal";0,434782608695652;0,217391304347826;0,217391304347826;0,130434782608696
"324";"other";"signal";0,0434782608695652;0,260869565217391;0,652173913043478;0,0434782608695652
"325";"other";"signal";0,16;0,2;0,48;0,16
"326";"other";"signal";0,142857142857143;0,214285714285714;0,5;0,142857142857143
"327";"other";"signal";0,0666666666666667;0,333333333333333;0,433333333333333;0,166666666666667
"328";"other";"signal";0,0625;0,3125;0,5625;0,0625
"329";"other";"signal";0,0555555555555556;0,222222222222222;0,611111111111111;0,111111111111111
"330";"other";"signal";0,0555555555555556;0,166666666666667;0,666666666666667;0,111111111111111
"331";"other";"signal";0,0555555555555556;0,222222222222222;0,555555555555556;0,166666666666667
"332";"other";"signal";0,136363636363636;0,227272727272727;0,454545454545455;0,181818181818182
"333";"other";"signal";0,142857142857143;0,214285714285714;0,25;0,392857142857143
"334";"other";"signal";0,230769230769231;0,205128205128205;0,41025641025641;0,153846153846154
"335";"other";"signal";0,0952380952380952;0,285714285714286;0,476190476190476;0,142857142857143
"336";"other";"signal";0,115384615384615;0,230769230769231;0,615384615384615;0,0384615384615385
"337";"other";"signal";0,185185185185185;0,296296296296296;0,407407407407407;0,111111111111111
"338";"other";"signal";0,0952380952380952;0,238095238095238;0,476190476190476;0,19047619047619
"339";"other";"signal";0,185185185185185;0,296296296296296;0,481481481481481;0,037037037037037
"340";"other";"signal";0,0769230769230769;0,192307692307692;0,538461538461538;0,192307692307692
"341";"other";"signal";0,0714285714285714;0,214285714285714;0,571428571428571;0,142857142857143
"342";"other";"signal";0;0,266666666666667;0,466666666666667;0,266666666666667
"343";"other";"signal";0,0625;0,25;0,5;0,1875
"344";"other";"signal";0;0,142857142857143;0,642857142857143;0,214285714285714
"345";"other";"signal";0,234042553191489;0,276595744680851;0,361702127659574;0,127659574468085
"346";"other";"signal";0,157894736842105;0,105263157894737;0,631578947368421;0,105263157894737
"347";"other";"signal";0,117647058823529;0,117647058823529;0,470588235294118;0,294117647058824
"348";"other";"signal";0,12;0,32;0,4;0,16
"349";"other";"signal";0,208333333333333;0,333333333333333;0,333333333333333;0,125
"350";"other";"signal";0;0,260869565217391;0,391304347826087;0,347826086956522
"351";"other";"signal";0,105263157894737;0,157894736842105;0,315789473684211;0,421052631578947
"352";"other";"signal";0,105263157894737;0,157894736842105;0,263157894736842;0,473684210526316
"353";"other";"signal";0,117647058823529;0,235294117647059;0,352941176470588;0,294117647058824
"354";"other";"signal";0,0769230769230769;0,153846153846154;0,615384615384615;0,153846153846154
"355";"other";"signal";0,125;0,1875;0,5625;0,125
"356";"other";"signal";0,0555555555555556;0,361111111111111;0,472222222222222;0,111111111111111
"357";"other";"signal";0,125;0,291666666666667;0,416666666666667;0,166666666666667
"358";"other";"signal";0,125;0,291666666666667;0,416666666666667;0,166666666666667
"359";"other";"signal";0,317073170731707;0,292682926829268;0,341463414634146;0,0487804878048781
"360";"other";"signal";0,19047619047619;0,142857142857143;0,571428571428571;0,0952380952380952
"361";"other";"signal";0;0,25;0,5625;0,1875
"362";"other";"signal";0;0,25;0,5625;0,1875
"363";"other";"signal";0,0714285714285714;0,214285714285714;0,25;0,464285714285714
"364";"other";"signal";0;0,25;0,5625;0,1875
"365";"other";"signal";0;0,25;0,5625;0,1875
"366";"other";"signal";0;0,25;0,625;0,125
"367";"other";"signal";0;0,25;0,5625;0,1875
"368";"other";"signal";0,166666666666667;0,166666666666667;0,444444444444444;0,222222222222222
"369";"other";"signal";0,04;0,24;0,52;0,2
"370";"other";"signal";0,12;0,36;0,36;0,16
"371";"other";"signal";0,142857142857143;0,142857142857143;0,476190476190476;0,238095238095238
"372";"other";"signal";0,153846153846154;0,269230769230769;0,461538461538462;0,115384615384615
"373";"other";"signal";0,0714285714285714;0,0714285714285714;0,571428571428571;0,285714285714286
"374";"other";"signal";0,0714285714285714;0,0714285714285714;0,571428571428571;0,285714285714286
"375";"other";"signal";0,0714285714285714;0,0714285714285714;0,571428571428571;0,285714285714286
"376";"other";"signal";0,0714285714285714;0,0714285714285714;0,571428571428571;0,285714285714286
"377";"other";"signal";0,0714285714285714;0,0714285714285714;0,571428571428571;0,285714285714286
"378";"other";"signal";0,0714285714285714;0;0,571428571428571;0,357142857142857
"379";"other";"signal";0,0714285714285714;0;0,571428571428571;0,357142857142857
"380";"other";"signal";0,0714285714285714;0;0,571428571428571;0,357142857142857
"381";"other";"signal";0,0714285714285714;0;0,571428571428571;0,357142857142857
"382";"other";"signal";0,0714285714285714;0;0,571428571428571;0,357142857142857
"383";"other";"signal";0,05;0,25;0,6;0,1
"384";"other";"signal";0,05;0,25;0,6;0,1
"385";"other";"signal";0,105263157894737;0,210526315789474;0,578947368421053;0,105263157894737
"386";"other";"signal";0,05;0,25;0,6;0,1
"387";"other";"signal";0,1;0,3;0,4;0,2
"388";"other";"signal";0,242424242424242;0,242424242424242;0,393939393939394;0,121212121212121
"389";"other";"signal";0,222222222222222;0,259259259259259;0,37037037037037;0,148148148148148
"390";"other";"signal";0,142857142857143;0,285714285714286;0,380952380952381;0,19047619047619
"391";"other";"signal";0,111111111111111;0,111111111111111;0,388888888888889;0,388888888888889
